index,Actual value,Predicted value,humidities,temperature,color,H2S
162,29.0,35.4629011776037,26.02782608695653,32.88,cornflowerblue,0.0
163,52.0,50.548244968163495,18.96782608695652,32.89999999999999,cornflowerblue,0.0
164,71.0,86.00573008891911,14.71772727272727,32.92999999999999,cornflowerblue,0.0
165,210.0,242.46028892708523,13.66090909090909,32.92999999999999,cornflowerblue,0.0
166,345.0,364.64245139075433,10.12565217391304,32.92999999999999,cornflowerblue,0.0
167,480.0,475.1929143729503,7.076521739130435,32.97000000000001,cornflowerblue,0.0
168,615.0,589.3943721515741,5.731304347826085,32.99,cornflowerblue,0.0
169,750.0,872.6389805391291,5.363043478260868,32.9904347826087,cornflowerblue,0.0
170,1670.0,1672.366808781022,4.959090909090909,32.98545454545455,cornflowerblue,0.0
171,2590.0,2636.5506464285745,4.859130434782609,32.9904347826087,cornflowerblue,0.0
172,3510.0,3524.677525440994,4.69695652173913,32.99913043478261,cornflowerblue,0.0
173,2.1,3.4931894336499596,16.66347826086957,32.97000000000001,cornflowerblue,0.0
174,6.0,5.359942049637652,16.91478260869565,32.95000000000002,cornflowerblue,0.0
175,29.0,35.85487384264985,16.88130434782609,32.95000000000002,cornflowerblue,0.0
176,52.0,53.07502791731176,17.00217391304348,32.92999999999999,cornflowerblue,0.0
177,71.0,72.80047114861554,17.20521739130435,32.92913043478259,cornflowerblue,0.0
178,210.0,234.1096032427215,17.31434782608695,32.89999999999999,cornflowerblue,0.0
179,345.0,351.7110389267964,17.48954545454545,32.89999999999999,cornflowerblue,0.0
180,480.0,461.03745833445555,16.7290909090909,32.92999999999999,cornflowerblue,0.0
181,615.0,582.1494011254624,16.59619047619048,32.92999999999999,cornflowerblue,0.0
182,750.0,744.4875503369028,16.57130434782608,32.92999999999999,cornflowerblue,0.0
183,1670.0,1608.080129197228,16.58045454545454,32.92999999999999,cornflowerblue,0.0
184,2590.0,2386.1960087414845,16.76,32.92999999999999,cornflowerblue,0.0
185,3510.0,3218.4519060285293,16.70173913043478,32.95347826086958,cornflowerblue,0.0
186,2.1,-8.364329011732792,66.22347826086956,33.04521739130433,cornflowerblue,0.0
187,6.0,-2.204442627578807,67.25130434782609,33.0,cornflowerblue,0.0
188,29.0,38.35821179016587,67.56695652173912,32.98652173913044,cornflowerblue,0.0
189,52.0,60.06011656331039,67.65,32.94363636363637,cornflowerblue,0.0
190,71.0,-22.533487633000505,67.51565217391305,32.92999999999999,cornflowerblue,0.0
191,210.0,186.9263033812872,67.3,32.91608695652173,cornflowerblue,0.0
192,345.0,343.195084729221,66.87409090909091,32.90318181818181,cornflowerblue,0.0
193,480.0,513.6312263478621,66.74363636363637,32.95000000000002,cornflowerblue,0.0
194,615.0,666.1161524622898,66.65636363636365,32.95090909090911,cornflowerblue,0.0
195,750.0,615.7830869595823,66.51499999999999,32.95000000000002,cornflowerblue,0.0
196,1670.0,1647.6236858841498,66.68869565217392,32.97000000000001,cornflowerblue,0.0
197,2590.0,2679.2078752467473,66.94478260869568,32.9804347826087,cornflowerblue,0.0
198,3510.0,3687.844769689712,67.18260869565219,32.99956521739131,cornflowerblue,0.0
199,2.1,5.286145538496335,6.504782608695652,32.85913043478261,cornflowerblue,0.0
200,6.0,9.924300903957253,5.093181818181818,32.92909090909089,cornflowerblue,0.0
201,29.0,32.512198908899244,4.456818181818182,32.94181818181819,cornflowerblue,0.0
202,52.0,46.72189435170858,4.133913043478262,32.95000000000002,cornflowerblue,0.0
203,71.0,115.73702121904648,3.960909090909091,32.97000000000001,cornflowerblue,0.0
204,210.0,241.8805664360898,3.78,32.95000000000002,cornflowerblue,0.0
205,345.0,340.94619458431544,3.677826086956522,32.92999999999999,cornflowerblue,0.0
206,480.0,465.6533374948599,3.694545454545455,32.98545454545455,cornflowerblue,0.0
207,615.0,571.0233040157057,3.598571428571428,32.98428571428572,cornflowerblue,0.0
208,750.0,844.8852868109218,3.545,32.9709090909091,cornflowerblue,0.0
209,1670.0,1761.2803952688269,3.53,33.0,cornflowerblue,0.0
210,2590.0,2661.9005584901906,3.5,33.02636363636363,cornflowerblue,0.0
211,3510.0,3498.7652509263144,3.415238095238095,33.0,cornflowerblue,0.0
212,2.1,3.8547890740921957,15.27857142857143,32.99809523809524,cornflowerblue,0.0
213,6.0,4.564480249398592,15.52380952380952,32.98809523809524,cornflowerblue,0.0
214,29.0,32.40979356302823,15.70318181818182,32.9809090909091,cornflowerblue,0.0
215,52.0,45.81517055089726,15.964,32.968,cornflowerblue,0.0
216,71.0,91.83111977562226,16.1191304347826,32.96739130434784,cornflowerblue,0.0
217,210.0,234.74335931829842,16.34904761904762,32.96809523809524,cornflowerblue,0.0
218,345.0,344.14001864011834,16.57818181818182,32.95000000000002,cornflowerblue,0.0
219,480.0,472.0582208521853,15.70454545454546,32.99272727272728,cornflowerblue,0.0
220,615.0,587.6884481168206,15.64695652173913,32.99304347826087,cornflowerblue,0.0
221,750.0,789.3954581039225,15.65681818181818,32.99227272727273,cornflowerblue,0.0
222,1670.0,1635.838608536762,15.965,32.98000000000001,cornflowerblue,0.0
223,2590.0,2469.3205305686583,16.02857142857143,32.97000000000001,cornflowerblue,0.0
224,3510.0,3304.019595426062,15.89863636363637,32.97000000000001,cornflowerblue,0.0
225,2.1,-4.3108328976788215,67.2122727272727,33.05999999999999,cornflowerblue,0.0
226,6.0,1.7665867968619011,68.26454545454544,33.01,cornflowerblue,0.0
227,29.0,35.36982435462637,68.53809523809524,32.9952380952381,cornflowerblue,0.0
228,52.0,54.78730725152173,68.51863636363636,32.97000000000001,cornflowerblue,0.0
229,71.0,-4.214973282043275,68.39636363636366,32.95000000000002,cornflowerblue,0.0
230,210.0,194.4811502906116,68.14818181818184,32.95000000000002,cornflowerblue,0.0
231,345.0,335.54794184045613,67.84304347826085,32.92999999999999,cornflowerblue,0.0
232,480.0,500.6027656904241,67.47909090909093,32.97000000000001,cornflowerblue,0.0
233,615.0,639.4627526193769,67.29636363636362,32.97000000000001,cornflowerblue,0.0
234,750.0,603.7578064065431,67.05590909090908,32.95818181818183,cornflowerblue,0.0
235,1670.0,1611.4170413554139,66.79999999999998,32.97521739130436,cornflowerblue,0.0
236,2590.0,2615.265307318053,66.66318181818184,32.97000000000001,cornflowerblue,0.0
237,3510.0,3556.7960393432013,66.4709090909091,32.97000000000001,black,0.0
238,2.1,-6.081151625569795,3.766363636363636,41.01318181818181,lightblue,0.0
239,2.1,-1.0574118461764002,2.172857142857143,42.06761904761905,lightblue,0.0
240,6.0,5.958887567548814,1.681363636363636,42.20000000000002,lightblue,0.0
241,29.0,30.449402585230224,1.479,42.22500000000001,lightblue,0.0
242,52.0,44.97958928416534,1.378636363636364,42.19909090909093,lightblue,0.0
243,71.0,100.10980726156049,1.318636363636363,42.19636363636364,lightblue,0.0
244,210.0,226.45343963849655,1.268181818181819,42.18181818181817,lightblue,0.0
245,345.0,330.18699102160394,1.226818181818182,42.17727272727271,lightblue,0.0
246,480.0,449.2488064375377,1.209565217391304,42.20000000000002,lightblue,0.0
247,615.0,557.081456794913,1.183181818181818,42.20090909090911,lightblue,0.0
248,750.0,862.1052317045633,1.167142857142857,42.22000000000001,lightblue,0.0
249,1670.0,1712.5209629079227,1.157727272727272,42.22000000000001,lightblue,0.0
250,2590.0,2618.404905011483,1.163333333333333,42.24285714285715,lightblue,0.0
251,3510.0,3461.065946065194,1.165454545454545,42.25,lightblue,0.0
252,2.1,8.425632558393794,7.674090909090907,42.23909090909091,lightblue,0.0
253,6.0,10.392910097503204,7.825238095238096,42.24,lightblue,0.0
254,29.0,39.82910914438609,7.885714285714285,42.24,lightblue,0.0
255,52.0,57.7008257617558,7.878181818181816,42.24681818181818,lightblue,0.0
256,71.0,133.62661984552233,7.733636363636364,42.22000000000001,lightblue,0.0
257,210.0,286.9770878888746,7.84590909090909,42.20000000000002,lightblue,0.0
258,345.0,389.1308892030929,8.032727272727273,42.17409090909089,lightblue,0.0
259,480.0,501.92946935396367,7.732727272727272,42.17999999999999,lightblue,0.0
260,615.0,618.8036450790444,7.68409090909091,42.18727272727271,lightblue,0.0
261,750.0,838.9276945633692,7.645,42.1881818181818,lightblue,0.0
262,1670.0,1715.6613517891215,7.601818181818183,42.18818181818182,lightblue,0.0
263,2590.0,2624.3457378696176,7.58818181818182,42.19909090909092,lightblue,0.0
264,3510.0,3498.8423250593078,7.572727272727272,42.20272727272729,lightblue,0.0
265,2.1,4.773141084592034,38.19380952380952,42.25761904761905,lightblue,0.0
266,6.0,7.642574685018289,38.47681818181819,42.20000000000002,lightblue,0.0
267,29.0,45.50938647415986,38.34333333333333,42.17999999999999,lightblue,0.0
268,52.0,68.1087362974694,38.04136363636363,42.19272727272728,lightblue,0.0
269,71.0,42.57006179763789,37.74863636363636,42.17999999999999,lightblue,0.0
270,210.0,245.18506864114988,37.35590909090909,42.1590909090909,lightblue,0.0
271,345.0,380.95651307226717,37.08409090909092,42.14999999999999,lightblue,0.0
272,480.0,528.7407016630857,37.18545454545455,42.17999999999999,lightblue,0.0
273,615.0,651.641496730078,37.16045454545453,42.18090909090908,lightblue,0.0
274,750.0,688.7365991303309,37.13772727272727,42.18636363636363,lightblue,0.0
275,1670.0,1668.6978736469364,37.17818181818181,42.20727272727274,lightblue,0.0
276,2590.0,2631.7665776265617,37.17136363636362,42.2209090909091,lightblue,0.0
277,3510.0,3566.6351544947256,37.16090909090908,42.22454545454546,lightblue,0.0
278,2.1,4.55132828986433,2.064761904761905,42.13,lightblue,0.0
279,6.0,10.405745692201869,1.452727272727273,42.17090909090908,lightblue,0.0
280,29.0,31.421912537743953,1.248636363636363,42.17999999999999,lightblue,0.0
281,52.0,44.09468708230755,1.15090909090909,42.17909090909089,lightblue,0.0
282,71.0,106.59120396838284,1.100909090909091,42.17999999999999,lightblue,0.0
283,210.0,220.1532429101046,1.054782608695652,42.15956521739129,lightblue,0.0
284,345.0,321.933316651985,1.019090909090909,42.15181818181818,lightblue,0.0
285,480.0,399.78206589782667,1.007727272727273,42.18363636363635,lightblue,0.0
286,615.0,509.7813920231831,0.9885714285714287,42.18095238095238,lightblue,0.0
287,750.0,778.4116187254267,0.9719047619047617,42.18761904761904,lightblue,0.0
288,1670.0,1635.8649434381782,0.960909090909091,42.18909090909092,lightblue,0.0
289,2590.0,2489.3386681413485,0.9400000000000002,42.19909090909093,lightblue,0.0
290,3510.0,3311.904944764118,0.9281818181818182,42.19818181818184,lightblue,0.0
291,2.1,2.9323195499282804,7.337272727272728,42.17999999999999,lightblue,0.0
292,6.0,4.268353361839779,7.55,42.19909090909093,lightblue,0.0
293,29.0,30.134281460000647,7.565909090909091,42.2118181818182,lightblue,0.0
294,52.0,45.061898239970446,7.594347826086959,42.20000000000002,lightblue,0.0
295,71.0,126.37544338241719,7.640909090909088,42.17636363636362,lightblue,0.0
296,210.0,261.3583376979652,7.809090909090909,42.15681818181817,lightblue,0.0
297,345.0,362.37070536989313,7.966818181818183,42.16454545454545,lightblue,0.0
298,480.0,485.74774485491366,7.550909090909091,42.20000000000002,lightblue,0.0
299,615.0,599.2286109682186,7.553181818181819,42.22000000000001,lightblue,0.0
300,750.0,818.975140039131,7.586818181818183,42.22545454545455,lightblue,0.0
301,1670.0,1677.3688438331196,7.645454545454545,42.20000000000002,lightblue,0.0
302,2590.0,2559.8525530913876,7.522727272727272,42.21636363636365,lightblue,0.0
303,3510.0,3404.918687342526,7.492727272727274,42.20000000000002,lightblue,0.0
304,2.1,6.634895639995705,37.43636363636364,42.25272727272728,lightblue,0.0
305,6.0,9.892933476060819,37.72136363636364,42.21909090909092,lightblue,0.0
306,29.0,44.10454652135393,37.82,42.18545454545455,lightblue,0.0
307,52.0,65.01101479534513,37.93727272727273,42.20090909090911,lightblue,0.0
308,71.0,74.92336465394351,37.95727272727274,42.19363636363637,lightblue,0.0
309,210.0,257.57466039176734,37.83727272727273,42.19727272727274,lightblue,0.0
310,345.0,384.1204268372487,37.66954545454544,42.18636363636362,lightblue,0.0
311,480.0,531.2675597951463,37.93045454545454,42.25,lightblue,0.0
312,615.0,657.5955464717026,38.02363636363636,42.25818181818182,lightblue,0.0
313,750.0,674.4485528334878,38.20727272727274,42.27,lightblue,0.0
314,1670.0,1700.1854282725544,38.16190476190476,42.28904761904761,lightblue,0.0
315,2590.0,2626.491634574699,38.11681818181819,42.28999999999999,lightblue,0.0
316,3510.0,3506.5408708944087,37.98772727272728,42.28272727272726,lightblue,0.0
317,2.1,-6.352234810480873,2.098181818181818,42.15181818181817,black,0.0
0,,,,,midnightblue,
